FlightID,DepartureAirport,Path,Arrival Airport,Weather,Visibility (V),Turbulence Intensity (knots)  (TI),Wind Shear (m/s)  (WS),Air Traffic Density  (ATD),Precipitation(P),Pilot Experience(PE),Weather Forecast  Accuracy (%)  (FA),Maintenance History & Health Metrics  (MH),Safety Score
FL707,AMD,a,COK,Rain,7,12,5,0.2,1,29,73,4,78
FL708,DEL,a,HYD,Fog,8,9,3,0.23,0,23,86,3,79
FL709,DEL,a,HYD,Fog,3,3,2,0.08,0,25,68,4,83
FL710,BLR,c,IXC,Clear Skies,16,5,4,0.23,0,4,92,4,78
FL711,BOM,c,CCU,Smoke,6,6,0,0.25,0,7,68,4,77
FL712,AMD,c,COK,Rain,10,7,1,0.19,6,17,86,3,84
FL713,DEL,a,HYD,Fog,6,8,5,0.04,0,10,79,4,85
FL714,BLR,c,IXC,Smoke,7,6,1,0.02,0,24,86,4,92
FL715,BLR,b,IXC,Smoke,5,11,3,0.22,0,11,88,3,71
FL716,JAI,c,BLR,Rain,4,9,4,0.07,7,23,58,4,71
FL717,AMD,a,COK,Smoke,7,9,6,0.19,0,13,77,3,74
FL718,BLR,a,IXC,Rain,9,8,5,0.15,6,12,61,4,75
FL719,JAI,c,BLR,Clear Skies,16,5,7,0.16,0,2,67,4,77
FL720,BOM,b,CCU,Clear Skies,9,6,5,0.16,0,11,87,3,80
FL721,MAA,a,PNQ,Clear Skies,10,10,5,0.25,0,28,92,4,87
FL722,DEL,a,HYD,Fog,6,6,3,0.02,0,10,75,4,85
FL723,DEL,b,HYD,Smoke,5,10,7,0.14,0,9,92,4,76
FL724,BOM,a,CCU,Smoke,3,17,11,0.12,0,28,91,4,77
FL725,AMD,c,COK,Smoke,4,6,5,0.09,0,10,54,4,75
FL726,JAI,b,BLR,Rain,8,9,3,0.2,1,23,67,4,83
FL727,BOM,c,CCU,Rain,4,3,0,0.02,1,26,78,4,86
FL728,DEL,c,HYD,Fog,7,5,6,0.07,0,17,85,4,82
FL729,BLR,a,IXC,Fog,4,24,24,0.11,0,22,98,4,63
FL730,BLR,b,IXC,Clear Skies,15,1,0,0.01,0,17,90,4,100
FL731,DEL,c,HYD,Fog,6,16,24,0.22,0,16,91,4,64
FL732,MAA,b,PNQ,Smoke,7,8,0,0.19,0,4,54,4,74
FL733,AMD,a,COK,Clear Skies,8,13,9,0.16,0,13,89,4,77
FL734,DEL,a,HYD,Smoke,3,13,14,0.17,0,29,98,4,77
FL735,MAA,a,PNQ,Clear Skies,15,9,3,0.05,0,18,52,4,89
FL736,BOM,c,CCU,Fog,4,19,15,0.1,0,16,94,4,73
FL737,DEL,c,HYD,Clear Skies,13,21,13,0.09,0,13,91,3,80
FL738,AMD,c,COK,Fog,3,6,0,0.03,0,22,93,4,91
FL739,JAI,a,BLR,Rain,5,21,11,0.16,7,16,62,4,64
FL740,BOM,c,CCU,Rain,10,3,1,0.02,5,24,67,4,92
FL741,BLR,b,IXC,Fog,6,5,6,0.11,0,16,84,3,77
FL742,MAA,c,PNQ,Smoke,8,15,10,0.05,0,15,91,4,85
FL743,MAA,a,PNQ,Smoke,6,5,4,0.19,0,13,86,4,80
FL744,AMD,c,COK,Fog,3,10,5,0.12,0,5,87,3,71
FL745,BLR,b,IXC,Fog,8,9,4,0.07,0,16,99,3,88
FL746,BLR,a,IXC,Smoke,5,12,3,0.25,0,21,71,4,77
FL747,BOM,c,CCU,Clear Skies,16,6,5,0.17,0,16,92,4,92
FL748,MAA,a,PNQ,Smoke,2,7,1,0.02,0,2,61,3,74
FL749,JAI,b,BLR,Clear Skies,18,25,18,0.23,0,3,74,4,64
FL750,JAI,a,BLR,Smoke,7,20,14,0.08,0,23,72,3,77
FL751,MAA,a,PNQ,Smoke,8,10,7,0.24,0,11,89,4,75
FL752,BLR,c,IXC,Rain,9,8,8,0.12,4,30,95,3,76
FL753,AMD,b,COK,Fog,5,7,1,0.08,0,19,76,4,89
FL754,JAI,c,BLR,Rain,7,9,2,0.08,4,23,88,4,80
FL755,BOM,a,CCU,Rain,10,9,0,0.19,5,6,74,3,78
FL756,JAI,b,BLR,Rain,8,6,5,0.18,6,28,77,4,80
FL757,BOM,a,CCU,Smoke,7,11,7,0.11,0,23,87,4,77
FL758,BLR,b,IXC,Smoke,4,17,15,0.24,0,2,82,4,57
FL759,JAI,a,BLR,Clear Skies,17,12,3,0.18,0,10,61,3,79
FL760,MAA,c,PNQ,Fog,4,18,13,0.22,0,28,71,4,70
FL761,BLR,b,IXC,Rain,9,7,1,0.04,2,10,86,3,86
FL762,JAI,a,BLR,Rain,9,14,12,0.1,5,11,69,4,74
FL763,AMD,c,COK,Smoke,4,4,2,0.19,0,18,83,4,80
FL764,DEL,a,HYD,Fog,6,5,7,0.01,0,15,54,4,80
FL765,BLR,a,IXC,Smoke,4,7,7,0.18,0,3,71,4,68
FL766,DEL,c,HYD,Clear Skies,18,11,6,0.13,0,6,87,4,77
FL767,DEL,b,HYD,Smoke,8,6,6,0.2,0,26,67,3,75
FL768,JAI,a,BLR,Rain,11,12,7,0.12,4,10,66,4,74
FL769,JAI,c,BLR,Clear Skies,15,7,7,0.08,0,30,95,3,87
FL770,BLR,b,IXC,Clear Skies,14,11,6,0.21,0,30,53,3,71
FL771,JAI,a,BLR,Clear Skies,11,25,18,0.13,0,4,96,4,71
FL772,MAA,b,PNQ,Rain,7,12,7,0.1,6,24,75,4,74
FL773,MAA,b,PNQ,Fog,6,5,3,0.23,0,6,79,4,73
FL774,JAI,c,BLR,Fog,7,17,15,0.1,0,30,69,3,73
FL775,DEL,b,HYD,Fog,8,9,6,0.19,0,26,66,4,83
FL776,DEL,c,HYD,Rain,11,19,9,0.24,4,22,82,4,73
FL777,JAI,b,BLR,Clear Skies,18,9,7,0.17,0,6,89,3,77
FL778,AMD,a,COK,Rain,11,9,7,0.06,5,12,56,4,77
FL779,BLR,b,IXC,Clear Skies,12,22,9,0.21,0,13,75,4,74
FL780,MAA,a,PNQ,Clear Skies,14,16,21,0.25,0,30,76,3,65
FL781,JAI,b,BLR,Smoke,4,6,6,0.08,0,4,76,4,70
FL782,BOM,a,CCU,Smoke,7,5,4,0.08,0,29,92,4,88
FL783,AMD,b,COK,Clear Skies,12,12,5,0.08,0,20,94,4,92
FL784,MAA,b,PNQ,Rain,5,9,5,0.2,4,12,97,4,77
FL785,JAI,c,BLR,Smoke,8,5,5,0.24,0,21,95,3,81
FL786,BOM,c,CCU,Smoke,5,6,1,0.05,0,12,80,4,89
FL787,JAI,b,BLR,Smoke,2,9,7,0.25,0,17,68,4,72
FL788,AMD,c,COK,Rain,11,8,4,0.23,3,19,94,4,84
FL789,MAA,b,PNQ,Fog,5,15,15,0.06,0,7,87,4,70
FL790,DEL,a,HYD,Fog,5,11,7,0.19,0,26,73,4,77
FL791,BLR,a,IXC,Smoke,7,7,0,0.14,0,3,96,4,80
FL792,AMD,b,COK,Rain,5,12,5,0.2,4,16,76,4,71
FL793,BOM,b,CCU,Smoke,6,7,7,0.12,0,29,90,4,82
FL794,MAA,a,PNQ,Rain,7,22,10,0.23,1,29,91,3,67
FL795,AMD,b,COK,Smoke,3,7,6,0.16,0,18,60,4,74
FL796,BOM,b,CCU,Fog,8,3,2,0.03,0,2,92,4,84
FL797,MAA,a,PNQ,Fog,8,1,0,0.24,0,30,80,4,86
FL798,JAI,a,BLR,Fog,7,10,4,0.17,0,21,97,4,86
FL799,DEL,c,HYD,Smoke,6,26,17,0.18,0,26,90,4,74
FL800,DEL,b,HYD,Fog,2,9,0,0.17,0,5,57,4,76
FL801,JAI,a,BLR,Smoke,2,10,4,0.16,0,3,84,4,71
FL802,DEL,b,HYD,Rain,11,9,4,0.04,4,12,56,4,83
FL803,DEL,c,HYD,Rain,9,12,6,0.24,4,30,83,4,70
FL804,BOM,b,CCU,Rain,5,11,3,0.18,4,24,93,4,77
FL805,DEL,c,HYD,Rain,10,18,24,0.08,4,2,85,1,50
FL806,MAA,c,PNQ,Fog,8,7,3,0.19,0,18,86,3,83
FL807,AMD,c,COK,Clear Skies,18,24,20,0.13,0,27,56,3,72
FL808,DEL,a,HYD,Clear Skies,15,28,19,0.21,0,24,94,3,72
FL809,AMD,c,COK,Rain,8,12,7,0.17,5,24,70,3,71
FL810,BLR,c,IXC,Clear Skies,16,7,3,0.17,0,4,98,4,83
FL811,JAI,b,BLR,Fog,8,8,8,0.24,0,3,56,3,64
FL812,BLR,c,IXC,Rain,7,12,6,0.05,5,6,95,3,69
FL813,AMD,a,COK,Fog,5,0,1,0.23,0,20,90,1,76
FL814,AMD,b,COK,Clear Skies,16,12,3,0.21,0,30,81,4,83
FL815,AMD,b,COK,Clear Skies,15,23,16,0.09,0,24,81,4,80
FL816,MAA,b,PNQ,Fog,4,11,4,0.16,0,9,79,4,72
FL817,BOM,a,CCU,Rain,8,1,0,0.05,1,13,91,1,82
FL818,DEL,a,HYD,Clear Skies,12,21,15,0.07,0,17,95,3,79
FL819,BOM,b,CCU,Rain,6,10,1,0.01,6,5,71,4,80
FL820,JAI,a,BLR,Smoke,3,7,4,0.12,0,16,81,3,77
FL821,JAI,b,BLR,Smoke,2,9,4,0.13,0,27,76,4,80
FL822,BOM,a,CCU,Clear Skies,11,0,0,0.21,0,23,83,3,86
FL823,BOM,b,CCU,Smoke,8,30,16,0.02,0,22,75,3,76
FL824,BLR,a,IXC,Fog,8,10,0,0.09,0,10,76,4,89
FL825,JAI,a,BLR,Smoke,6,4,2,0.01,0,5,83,4,82
FL826,BOM,a,CCU,Rain,9,10,2,0.22,4,5,96,3,69
FL827,AMD,c,COK,Rain,9,20,13,0.06,5,10,59,4,71
FL828,BOM,c,CCU,Clear Skies,13,7,6,0.08,0,15,80,4,88
FL829,AMD,a,COK,Rain,11,6,5,0.03,3,17,65,4,91
FL830,JAI,b,BLR,Rain,8,9,4,0.25,1,10,95,4,78
FL831,BLR,c,IXC,Fog,2,12,6,0.2,0,19,61,4,72
FL832,BOM,b,CCU,Smoke,6,8,2,0.06,0,11,91,3,82
FL833,BOM,c,CCU,Clear Skies,12,6,5,0.13,0,17,71,4,89
FL834,MAA,a,PNQ,Smoke,3,7,7,0.09,0,5,72,4,73
FL835,MAA,a,PNQ,Rain,8,10,4,0.03,4,20,67,4,85
FL836,BOM,c,CCU,Clear Skies,15,6,6,0.03,0,20,82,4,90
FL837,JAI,c,BLR,Fog,7,6,1,0.07,0,8,53,4,79
FL838,DEL,c,HYD,Rain,4,2,0,0.24,2,12,82,3,71
FL839,JAI,c,BLR,Smoke,3,6,6,0.24,0,8,66,4,66
FL840,AMD,a,COK,Fog,2,28,24,0.08,0,15,99,4,65
FL841,DEL,a,HYD,Fog,6,5,0,0.13,0,3,99,4,80
FL842,AMD,c,COK,Clear Skies,18,11,6,0.1,0,12,91,4,83
FL843,MAA,c,PNQ,Rain,10,12,5,0.13,5,12,60,4,76
FL844,DEL,b,HYD,Fog,4,6,3,0.05,0,18,70,4,83
FL845,DEL,b,HYD,Fog,4,9,5,0.2,0,19,92,4,78
FL846,DEL,c,HYD,Clear Skies,17,11,6,0.13,0,20,91,4,86
FL847,JAI,a,BLR,Fog,6,5,0,0.11,0,23,53,4,83
FL848,DEL,c,HYD,Smoke,4,9,4,0.02,0,16,63,4,83
FL849,MAA,a,PNQ,Rain,5,4,2,0.11,4,6,69,4,71
FL850,JAI,b,BLR,Fog,8,9,0,0.03,0,26,97,3,94
FL851,AMD,c,COK,Rain,6,7,5,0.19,2,5,77,4,74
FL852,BLR,a,IXC,Smoke,7,22,14,0.13,0,14,92,4,74
FL853,BOM,b,CCU,Clear Skies,11,13,11,0.11,0,18,78,4,83
FL854,AMD,a,COK,Smoke,3,6,3,0.01,0,30,71,4,85
FL855,BOM,a,CCU,Fog,7,14,13,0.25,0,6,71,4,67
FL856,MAA,c,PNQ,Smoke,6,11,5,0.05,0,26,53,3,76
FL857,DEL,c,HYD,Fog,8,23,23,0.06,0,6,64,3,58
FL858,DEL,a,HYD,Clear Skies,17,9,0,0.02,0,22,73,3,95
FL859,BOM,c,CCU,Fog,2,22,12,0.07,0,13,82,3,68
FL860,BOM,c,CCU,Smoke,4,9,4,0.08,0,23,78,4,83
FL861,MAA,a,PNQ,Fog,8,5,0,0.05,0,17,81,4,95
FL862,JAI,a,BLR,Fog,5,6,4,0.07,0,19,81,4,86
FL863,MAA,c,PNQ,Smoke,6,10,3,0.22,0,15,88,4,79
FL864,BOM,a,CCU,Smoke,7,12,8,0.2,0,9,90,4,74
FL865,DEL,c,HYD,Rain,5,10,2,0.21,1,26,84,3,73
FL866,DEL,c,HYD,Rain,11,6,4,0.19,2,11,57,4,81
FL867,AMD,b,COK,Fog,7,5,7,0.13,0,27,94,4,82
FL868,DEL,c,HYD,Smoke,3,7,0,0.13,0,2,94,4,77
FL869,BLR,b,IXC,Rain,7,11,6,0.08,6,26,80,3,71
FL870,BLR,c,IXC,Rain,4,5,4,0.06,5,7,73,4,71
FL871,BLR,b,IXC,Fog,7,17,23,0.06,0,26,92,3,68
FL872,MAA,a,PNQ,Rain,8,28,22,0.1,2,4,67,4,57
FL873,JAI,a,BLR,Fog,8,9,5,0.15,0,17,85,4,86
FL874,BOM,a,CCU,Fog,6,3,1,0.15,0,5,99,4,83
FL875,DEL,b,HYD,Rain,8,10,1,0.17,2,30,91,4,89
FL876,DEL,a,HYD,Smoke,6,5,3,0.17,0,20,74,4,83
FL877,DEL,c,HYD,Rain,4,10,7,0.19,7,11,68,4,65
FL878,JAI,a,BLR,Smoke,8,9,5,0.05,0,8,86,4,85
FL879,MAA,a,PNQ,Fog,7,6,4,0.02,0,28,61,4,86
FL880,BLR,a,IXC,Rain,10,25,24,0.13,4,6,92,4,60
FL881,JAI,c,BLR,Fog,5,5,0,0.21,0,27,90,4,85
FL882,JAI,b,BLR,Rain,8,7,7,0.08,6,15,79,4,79
FL883,AMD,a,COK,Rain,4,10,2,0.25,7,14,99,4,66
FL884,JAI,b,BLR,Smoke,3,5,7,0.23,0,12,92,1,62
FL885,DEL,a,HYD,Smoke,6,1,1,0.19,0,3,86,1,69
FL886,JAI,b,BLR,Rain,4,15,10,0.25,7,28,90,1,54
FL887,DEL,b,HYD,Clear Skies,9,9,7,0.17,0,27,68,3,80
FL888,DEL,a,HYD,Rain,8,7,0,0.01,3,5,80,3,83
FL889,BOM,a,CCU,Clear Skies,12,0,1,0.22,0,26,85,4,89
FL890,MAA,a,PNQ,Fog,8,24,22,0.03,0,12,81,4,68
FL891,DEL,a,HYD,Rain,6,11,8,0.02,6,20,83,4,76
FL892,MAA,a,PNQ,Smoke,6,12,3,0.13,0,30,71,4,81
FL893,DEL,c,HYD,Clear Skies,14,5,1,0.11,0,21,73,3,90
FL894,BOM,c,CCU,Smoke,4,7,2,0.11,0,6,80,4,74
FL895,BOM,a,CCU,Fog,2,11,5,0.17,0,23,62,4,76
FL896,BLR,c,IXC,Smoke,6,12,6,0.02,0,7,72,4,76
FL897,BLR,b,IXC,Clear Skies,18,11,3,0.17,0,27,87,4,87
FL898,AMD,b,COK,Smoke,8,6,0,0.06,0,15,86,4,92
FL899,DEL,a,HYD,Fog,6,7,2,0.01,0,25,91,3,87
FL900,BOM,a,CCU,Rain,4,7,0,0.17,7,25,84,4,75
FL901,BOM,c,CCU,Rain,5,8,2,0.03,6,22,76,4,82
FL902,MAA,a,PNQ,Rain,9,7,4,0.2,1,21,61,4,77
FL903,BLR,b,IXC,Clear Skies,9,16,10,0.19,0,21,80,4,80
FL904,DEL,b,HYD,Smoke,2,6,7,0.22,0,26,98,4,74
FL905,BLR,a,IXC,Clear Skies,13,0,0,0.23,0,25,88,4,89
FL906,JAI,c,BLR,Clear Skies,16,17,25,0.19,0,22,90,4,74
FL907,BLR,a,IXC,Rain,10,6,6,0.13,1,21,73,3,80
FL908,JAI,a,BLR,Rain,11,11,5,0.08,4,4,82,4,74
FL909,BLR,b,IXC,Clear Skies,14,0,2,0.16,0,26,54,3,82
FL910,MAA,c,PNQ,Fog,4,0,2,0.08,0,10,91,4,82
FL911,MAA,a,PNQ,Clear Skies,15,27,21,0.24,0,20,52,4,61
FL912,DEL,b,HYD,Smoke,5,28,23,0.17,0,30,71,4,64
FL913,AMD,b,COK,Rain,5,12,3,0.16,5,15,74,4,75
FL914,BLR,c,IXC,Rain,7,10,7,0.06,4,25,94,4,78
FL915,JAI,a,BLR,Smoke,2,7,6,0.19,0,25,69,1,68
FL916,AMD,a,COK,Fog,3,12,3,0.12,0,19,56,3,73
FL917,MAA,b,PNQ,Smoke,5,12,6,0.14,0,15,73,4,77
FL918,MAA,b,PNQ,Rain,4,9,2,0.16,2,4,99,4,71
FL919,DEL,c,HYD,Rain,5,16,13,0.25,1,20,69,3,67
FL920,AMD,a,COK,Smoke,6,12,6,0.23,0,20,81,4,73
FL921,AMD,a,COK,Fog,8,0,2,0.07,0,17,70,4,89
FL922,MAA,c,PNQ,Smoke,4,12,8,0.08,0,28,93,4,79
FL923,JAI,b,BLR,Fog,7,4,1,0.03,0,11,83,4,89
FL924,AMD,a,COK,Fog,8,5,3,0.16,0,19,99,4,89
FL925,JAI,c,BLR,Rain,10,10,6,0.17,1,18,57,4,80
FL926,BLR,b,IXC,Clear Skies,16,19,19,0.13,0,5,82,4,74
FL927,AMD,a,COK,Clear Skies,14,20,24,0.09,0,29,87,3,71
FL928,BLR,c,IXC,Fog,6,19,22,0.03,0,16,59,4,68
FL929,BOM,b,CCU,Fog,6,7,5,0.16,0,12,91,3,80
FL930,MAA,a,PNQ,Fog,3,9,4,0.13,0,9,96,3,74
FL931,DEL,b,HYD,Rain,11,5,7,0.13,2,21,87,4,83
FL932,DEL,c,HYD,Fog,6,27,18,0.25,0,28,74,4,67
FL933,JAI,a,BLR,Clear Skies,9,10,5,0.07,0,9,99,4,85
FL934,BOM,a,CCU,Fog,2,10,2,0.01,0,14,71,4,82
FL935,DEL,a,HYD,Fog,3,11,6,0.02,0,7,64,4,71
FL936,BOM,b,CCU,Rain,11,7,3,0.17,2,13,79,4,83
FL937,BLR,b,IXC,Fog,5,29,20,0.21,0,22,78,4,67
FL938,JAI,b,BLR,Fog,4,5,5,0.23,0,30,74,3,73
FL939,MAA,a,PNQ,Rain,6,25,25,0.01,4,6,89,4,56
FL940,JAI,a,BLR,Smoke,8,12,3,0.21,0,9,98,4,76
FL941,DEL,a,HYD,Fog,4,11,7,0.03,0,16,81,4,79
FL942,BLR,a,IXC,Fog,3,28,21,0.04,0,24,98,3,65
FL943,DEL,c,HYD,Rain,4,6,5,0.17,6,8,78,4,68
FL944,BOM,b,CCU,Fog,7,2,1,0.14,0,24,72,4,87
FL945,BLR,a,IXC,Rain,10,16,20,0.01,4,14,81,3,72
FL946,BOM,c,CCU,Fog,7,6,5,0.09,0,29,80,3,83
FL947,BLR,c,IXC,Fog,6,11,6,0.12,0,20,73,4,77
FL948,MAA,b,PNQ,Fog,3,8,7,0.09,0,11,96,4,78
FL949,MAA,a,PNQ,Clear Skies,18,12,6,0.01,0,10,65,4,85
FL950,JAI,b,BLR,Rain,9,9,5,0.08,3,3,93,4,79
FL951,AMD,b,COK,Rain,9,6,7,0.02,4,26,92,4,83
FL952,BLR,b,IXC,Fog,5,7,3,0.13,0,28,74,3,80
FL953,MAA,c,PNQ,Clear Skies,8,10,3,0.22,0,11,76,3,76
FL954,BLR,b,IXC,Clear Skies,18,7,7,0.23,0,16,99,4,83
FL955,MAA,b,PNQ,Rain,5,8,3,0.07,3,3,96,4,76
FL956,DEL,c,HYD,Rain,7,7,1,0.23,4,10,89,4,74
FL957,JAI,c,BLR,Clear Skies,13,7,0,0.05,0,23,98,4,100
FL958,BOM,a,CCU,Fog,7,5,1,0.18,0,19,54,4,83
FL959,MAA,c,PNQ,Fog,7,7,6,0.24,0,27,57,4,73
FL960,BLR,b,IXC,Fog,3,8,7,0.22,0,16,72,1,63
FL961,BOM,a,CCU,Rain,11,8,5,0.09,2,19,91,4,91
FL962,DEL,b,HYD,Clear Skies,17,12,7,0.21,0,26,68,4,79
FL963,AMD,b,COK,Smoke,6,16,10,0.13,0,13,55,3,67
FL964,BOM,a,CCU,Fog,8,11,6,0.04,0,13,81,3,79
FL965,DEL,b,HYD,Rain,10,3,1,0.07,6,29,81,3,86
FL966,JAI,c,BLR,Fog,7,12,7,0.1,0,22,52,4,75
FL967,BLR,c,IXC,Fog,7,9,0,0.08,0,9,97,3,83
FL968,DEL,c,HYD,Rain,4,9,0,0.06,4,26,62,4,78
FL969,JAI,c,BLR,Fog,8,11,5,0.2,0,25,87,3,77
FL970,BOM,c,CCU,Rain,9,3,0,0.19,3,8,83,1,72
FL971,BOM,b,CCU,Rain,9,8,5,0.16,4,6,91,4,77
FL972,AMD,c,COK,Smoke,4,9,2,0.08,0,17,98,3,82
FL973,MAA,b,PNQ,Fog,8,7,6,0.04,0,30,76,4,87
FL974,MAA,c,PNQ,Smoke,6,15,12,0.06,0,12,96,3,76
FL975,JAI,b,BLR,Clear Skies,17,16,20,0.06,0,17,63,3,77
FL976,DEL,c,HYD,Fog,3,1,1,0.08,0,2,68,1,68
FL977,MAA,b,PNQ,Smoke,4,7,6,0.03,0,9,82,4,75
FL978,JAI,a,BLR,Clear Skies,18,18,18,0.03,0,29,81,3,81
FL979,MAA,c,PNQ,Fog,5,7,1,0.14,0,20,89,4,87
FL980,DEL,c,HYD,Rain,6,5,6,0.04,3,14,94,3,77
FL981,BOM,b,CCU,Clear Skies,12,9,0,0.25,0,11,59,3,80
FL982,JAI,a,BLR,Smoke,6,7,7,0.05,0,14,81,4,81
FL983,MAA,b,PNQ,Smoke,4,8,7,0.22,0,2,59,3,58
FL984,DEL,a,HYD,Fog,8,17,15,0.23,0,7,69,3,63
FL985,JAI,a,BLR,Clear Skies,8,5,1,0.18,0,24,86,4,90
FL986,MAA,a,PNQ,Smoke,5,5,4,0.03,0,27,71,4,88
FL987,BOM,c,CCU,Rain,5,9,5,0.07,6,24,62,4,77
FL988,BLR,c,IXC,Rain,8,22,11,0.23,7,24,95,4,67
FL989,AMD,a,COK,Clear Skies,10,9,6,0.21,0,21,68,4,81
FL990,JAI,b,BLR,Clear Skies,11,6,5,0.06,0,22,96,4,94
FL991,BLR,a,IXC,Smoke,7,8,3,0.07,0,23,86,4,86
FL992,MAA,a,PNQ,Fog,8,10,2,0.07,0,29,66,4,89
FL993,BOM,c,CCU,Clear Skies,9,19,22,0.02,0,5,68,4,68
FL994,MAA,c,PNQ,Fog,3,7,5,0.05,0,13,73,4,80
FL995,MAA,b,PNQ,Fog,4,10,4,0.24,0,19,66,3,73
FL996,DEL,b,HYD,Smoke,4,10,6,0.07,0,12,86,4,76
FL997,BOM,a,CCU,Fog,6,10,7,0.05,0,15,70,4,84
FL998,BLR,b,IXC,Clear Skies,18,11,5,0.08,0,27,98,4,92
FL999,BOM,a,CCU,Smoke,8,10,6,0.09,0,3,81,4,76
FL1000,BLR,c,IXC,Rain,5,6,6,0.07,6,22,85,3,73
FL1001,AMD,b,COK,Fog,6,6,3,0.03,0,15,95,4,90
FL1002,MAA,b,PNQ,Fog,7,4,0,0.06,0,22,92,3,89
FL1003,DEL,a,HYD,Fog,6,7,3,0.19,0,18,59,4,81
FL1004,MAA,c,PNQ,Smoke,5,5,5,0.15,0,2,83,3,71
FL1005,MAA,b,PNQ,Smoke,3,19,18,0.19,0,11,77,1,59
FL1006,AMD,a,COK,Fog,6,1,0,0.12,0,28,96,3,86
FL1007,AMD,b,COK,Smoke,8,9,5,0.02,0,2,83,4,82
FL1008,BLR,b,IXC,Smoke,4,9,6,0.03,0,18,64,4,79
FL1009,BOM,a,CCU,Smoke,2,9,1,0.05,0,15,80,4,89
FL1010,MAA,b,PNQ,Rain,10,7,1,0.01,1,23,71,3,92
FL1011,AMD,a,COK,Fog,8,12,6,0.15,0,7,70,3,71
FL1012,AMD,b,COK,Clear Skies,12,4,1,0.03,0,10,78,4,95
FL1013,AMD,b,COK,Fog,5,0,1,0.03,0,14,90,4,91
FL1014,DEL,b,HYD,Fog,8,8,4,0.2,0,11,53,4,79
FL1015,JAI,a,BLR,Smoke,7,9,3,0.2,0,28,71,3,76
FL1016,BOM,b,CCU,Clear Skies,16,10,4,0.01,0,7,75,4,88
FL1017,DEL,a,HYD,Clear Skies,16,23,16,0.08,0,27,99,4,82
FL1018,JAI,b,BLR,Rain,10,5,2,0.16,2,27,52,4,82
FL1019,BLR,c,IXC,Rain,7,6,0,0.12,4,14,74,4,78
FL1020,MAA,a,PNQ,Clear Skies,14,9,5,0.15,0,4,62,4,78
FL1021,JAI,c,BLR,Fog,5,5,4,0.13,0,4,79,4,74
FL1022,JAI,a,BLR,Smoke,4,7,7,0.07,0,26,83,4,79
FL1023,JAI,a,BLR,Fog,3,24,20,0.03,0,19,90,4,75
FL1024,DEL,c,HYD,Smoke,8,7,5,0.11,0,10,70,4,83
FL1025,AMD,b,COK,Rain,9,10,0,0.19,4,11,78,3,78
FL1026,JAI,b,BLR,Fog,8,2,2,0.21,0,11,90,3,78
FL1027,DEL,a,HYD,Smoke,5,9,8,0.12,0,28,95,4,82
FL1028,DEL,a,HYD,Rain,8,1,0,0.02,5,16,67,4,89
FL1029,JAI,b,BLR,Clear Skies,11,12,4,0.11,0,4,70,4,78
FL1030,MAA,a,PNQ,Smoke,5,10,5,0.13,0,23,85,4,83
FL1031,DEL,a,HYD,Fog,2,8,2,0.23,0,19,85,4,76
FL1032,BOM,b,CCU,Smoke,8,8,7,0.1,0,18,81,4,83
FL1033,DEL,b,HYD,Smoke,6,4,0,0.14,0,19,74,4,87
FL1034,JAI,a,BLR,Fog,6,29,17,0.17,0,22,64,4,69
FL1035,BLR,c,IXC,Clear Skies,11,2,2,0.06,0,21,69,4,92
FL1036,AMD,b,COK,Clear Skies,12,6,1,0.13,0,12,92,4,92
FL1037,JAI,a,BLR,Fog,8,6,6,0.21,0,11,89,3,72
FL1038,DEL,a,HYD,Smoke,5,7,1,0.25,0,21,77,3,80
FL1039,DEL,b,HYD,Clear Skies,14,6,6,0.06,0,19,89,3,85
FL1040,MAA,c,PNQ,Smoke,8,7,2,0.14,0,7,67,4,80
FL1041,AMD,c,COK,Clear Skies,9,5,4,0.17,0,22,95,4,89
FL1042,BLR,c,IXC,Rain,10,14,13,0.24,7,25,74,3,67
FL1043,BOM,c,CCU,Clear Skies,11,7,5,0.15,0,4,59,4,78
FL1044,DEL,b,HYD,Rain,4,10,5,0.18,1,21,59,4,75
FL1045,BLR,a,IXC,Smoke,8,12,6,0.04,0,30,99,4,87
FL1046,BOM,c,CCU,Rain,10,12,3,0.18,6,17,78,4,81
FL1047,BOM,b,CCU,Fog,6,10,0,0.22,0,8,88,4,77
FL1048,BOM,c,CCU,Smoke,7,5,7,0.25,0,10,63,4,70
FL1049,JAI,c,BLR,Fog,7,29,20,0.18,0,4,95,4,65
FL1050,MAA,b,PNQ,Clear Skies,16,1,1,0.1,0,11,67,3,89
FL1051,JAI,c,BLR,Fog,2,17,23,0.15,0,13,89,4,60
FL1052,DEL,b,HYD,Smoke,8,7,0,0.15,0,28,96,3,89
FL1053,JAI,c,BLR,Smoke,2,8,5,0.14,0,10,93,3,77
FL1054,MAA,a,PNQ,Fog,4,10,4,0.02,0,11,74,4,82
FL1055,JAI,a,BLR,Fog,5,14,15,0.21,0,24,86,4,69
FL1056,JAI,c,BLR,Smoke,5,9,4,0.03,0,21,59,4,86
FL1057,BLR,b,IXC,Clear Skies,10,0,1,0.19,0,8,81,3,84
FL1058,DEL,b,HYD,Smoke,6,7,4,0.15,0,21,77,4,83
FL1059,DEL,a,HYD,Clear Skies,9,7,2,0.21,0,24,91,4,84
FL1060,AMD,c,COK,Smoke,4,12,8,0.15,0,8,97,4,71
